id,domain,activity,level,category,who_leads,who_else,required_qualification,wording,access_outcome,context,frequency,intensity_summary,evidence_to_monitor,student_voice_prompt,how_support_fades,status
D2-A04-EXT-01C,General Tasks and Demands,Managing One’s Own Behaviour,Extensive,Assessment & demonstrating learning,Classroom Teacher,Education Support Staff,,Use functional behaviour assessment information to inform proactive support,"remain safe, regulated and able to participate",transitions; new situations; changes; emotionally demanding interactions,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","situations where the agreed strategy was used; incidents, with setting, time and likely purpose; adult prompts or co-regulation needed; {preferredName}'s own reflection on what helped","Which part of this support helps you most when working with transitions, new situations, changes or emotionally demanding interactions? What should we keep, change or fade?","Review the pattern at each plan review. Reduce pre-teaching and adult support as {preferredName} uses the strategy independently in more settings, and keep environmental adjustments that remove the trigger.",working_draft
D2-A04-EXT-01D,General Tasks and Demands,Managing One’s Own Behaviour,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Apply proactive environmental adjustments before the identified situation,"remain safe, regulated and able to participate",transitions; new situations; changes; emotionally demanding interactions,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","situations where the agreed strategy was used; incidents, with setting, time and likely purpose; adult prompts or co-regulation needed; {preferredName}'s own reflection on what helped","Which part of this support helps you most when working with transitions, new situations, changes or emotionally demanding interactions? What should we keep, change or fade?","Review the pattern at each plan review. Reduce pre-teaching and adult support as {preferredName} uses the strategy independently in more settings, and keep environmental adjustments that remove the trigger.",working_draft
D2-A04-EXT-02A,General Tasks and Demands,Managing One’s Own Behaviour,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Temporarily reduce non-essential demands when this is part of the agreed support plan,"remain safe, regulated and able to participate",transitions; new situations; changes; emotionally demanding interactions,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","situations where the agreed strategy was used; incidents, with setting, time and likely purpose; adult prompts or co-regulation needed; {preferredName}'s own reflection on what helped","Which part of this support helps you most when working with transitions, new situations, changes or emotionally demanding interactions? What should we keep, change or fade?","Review the pattern at each plan review. Reduce pre-teaching and adult support as {preferredName} uses the strategy independently in more settings, and keep environmental adjustments that remove the trigger.",working_draft
D2-A04-EXT-02B,General Tasks and Demands,Managing One’s Own Behaviour,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,Explicitly teach and practise an agreed replacement behaviour,"remain safe, regulated and able to participate",transitions; new situations; changes; emotionally demanding interactions,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","situations where the agreed strategy was used; incidents, with setting, time and likely purpose; adult prompts or co-regulation needed; {preferredName}'s own reflection on what helped","Which part of this support helps you most when working with transitions, new situations, changes or emotionally demanding interactions? What should we keep, change or fade?","Review the pattern at each plan review. Reduce pre-teaching and adult support as {preferredName} uses the strategy independently in more settings, and keep environmental adjustments that remove the trigger.",working_draft
D2-A04-EXT-02C,General Tasks and Demands,Managing One’s Own Behaviour,Extensive,"Regulation, engagement & independence",Classroom Teacher,Education Support Staff,,"Provide planned recovery spaces that {preferredName} is always free to leave, and consistent responses from trained staff","remain safe, regulated and able to participate",transitions; new situations; changes; emotionally demanding interactions,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","situations where the agreed strategy was used; incidents, with setting, time and likely purpose; adult prompts or co-regulation needed; {preferredName}'s own reflection on what helped","Which part of this support helps you most when working with transitions, new situations, changes or emotionally demanding interactions? What should we keep, change or fade?","Review the pattern at each plan review. Reduce pre-teaching and adult support as {preferredName} uses the strategy independently in more settings, and keep environmental adjustments that remove the trigger.",working_draft
D3-A01-PE-01,Communication,Producing Non-Verbal Messages,Present Environment,Communication & interaction,Classroom Teacher,,,Maintain ordinary accessible supports and resources in the setting,"access gestures, visual choices, communication signals or non-verbal responses",gestures; visual choices; communication signals; non-verbal responses,as part of everyday practice,Ordinary supports/resources available in the setting,"messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-DT-01A,Communication,Producing Non-Verbal Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,Support {preferredName} to indicate agreement,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-DT-01B,Communication,Producing Non-Verbal Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,Support {preferredName} to gain another person's attention using an agreed communication signal,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-DT-01C,Communication,Producing Non-Verbal Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,Support {preferredName} to show understanding using an agreed response mode,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-DT-01D,Communication,Producing Non-Verbal Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,Support {preferredName} to participate in group routines using an agreed communication mode,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-DT-02,Communication,Producing Non-Verbal Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,Provide an agreed alternative way for {preferredName} to communicate needs when speech is difficult,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-SUP-01A,Communication,Producing Non-Verbal Messages,Supplementary,Communication & interaction,Classroom Teacher,Education Support Staff,,Model the agreed communication message or signal,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-SUP-01B,Communication,Producing Non-Verbal Messages,Supplementary,Communication & interaction,Classroom Teacher,Education Support Staff,,Prompt and reinforce the agreed communication messages or signals across familiar routines,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-SUB-01A,Communication,Producing Non-Verbal Messages,Substantial,Communication & interaction,Classroom Teacher,Education Support Staff,,Explicitly model gestures,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-SUB-01B,Communication,Producing Non-Verbal Messages,Substantial,Communication & interaction,Classroom Teacher,Education Support Staff,,Provide communication boards and model their use,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-SUB-01C,Communication,Producing Non-Verbal Messages,Substantial,Communication & interaction,Classroom Teacher,Education Support Staff,,Provide visual prompts,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-SUB-01D,Communication,Producing Non-Verbal Messages,Substantial,Communication & interaction,Classroom Teacher,Education Support Staff,,Offer structured choices,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-SUB-02,Communication,Producing Non-Verbal Messages,Substantial,Communication & interaction,Classroom Teacher,Education Support Staff,,Create repeated opportunities for {preferredName} to practise agreed non-verbal communication cues,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-EXT-01A,Communication,Producing Non-Verbal Messages,Extensive,Communication & interaction,Classroom Teacher,Education Support Staff,,Observe subtle changes in facial expression,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-EXT-01B,Communication,Producing Non-Verbal Messages,Extensive,Communication & interaction,Classroom Teacher,Education Support Staff,,Observe body movement as part of interpreting {preferredName}'s communication,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A01-EXT-01C,Communication,Producing Non-Verbal Messages,Extensive,Communication & interaction,Classroom Teacher,Education Support Staff,,Interpret {preferredName}'s behaviour as communication and respond to the likely intent,"communicate needs, preferences and responses in a way understood by others",gestures; visual choices; communication signals; non-verbal responses,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","messages {preferredName} communicates, by type (request, refusal, comment); familiar and unfamiliar people who understand {preferredName}'s signals; prompts needed to use the agreed mode; settings where the communication mode is used","Which part of this support helps you most when working with gestures, visual choices, communication signals or non-verbal responses? What should we keep, change or fade?","Widen the range of people and settings before reducing prompts. Never remove a communication system. Fade adult prompting, not {preferredName}'s means of communication.",working_draft
D3-A02-PE-01,Communication,Interpreting Spoken Messages,Present Environment,Communication & interaction,Classroom Teacher,,,Maintain ordinary accessible supports and resources in the setting,"access instructions, questions, discussion or spoken routines",instructions; questions; discussion; spoken routines,as part of everyday practice,Ordinary supports/resources available in the setting,"instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-DT-01A,Communication,Interpreting Spoken Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,"Rephrase instructions using clear, concrete language without changing the intended task demand",understand and act on spoken messages,instructions; questions; discussion; spoken routines,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-DT-01B,Communication,Interpreting Spoken Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,Check for understanding,understand and act on spoken messages,instructions; questions; discussion; spoken routines,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-DT-01C,Communication,Interpreting Spoken Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,Use gestures,understand and act on spoken messages,instructions; questions; discussion; spoken routines,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-DT-01D,Communication,Interpreting Spoken Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,Slow the pace,understand and act on spoken messages,instructions; questions; discussion; spoken routines,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-DT-02,Communication,Interpreting Spoken Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,Break spoken information into smaller parts,understand and act on spoken messages,instructions; questions; discussion; spoken routines,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-SUP-01,Communication,Interpreting Spoken Messages,Supplementary,Communication & interaction,Classroom Teacher,Education Support Staff,,Provide agreed classroom supports matched to the activity,understand and act on spoken messages,instructions; questions; discussion; spoken routines,at specific times through the week or in identified tasks or settings,"Regular, planned and personalised; at specific times/settings","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-SUB-01A,Communication,Interpreting Spoken Messages,Substantial,Communication & interaction,Classroom Teacher,Education Support Staff,,Break instructions into single steps,understand and act on spoken messages,instructions; questions; discussion; spoken routines,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-SUB-01B,Communication,Interpreting Spoken Messages,Substantial,Communication & interaction,Classroom Teacher,Education Support Staff,,Use visual schedules,understand and act on spoken messages,instructions; questions; discussion; spoken routines,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-SUB-01C,Communication,Interpreting Spoken Messages,Substantial,Communication & interaction,Classroom Teacher,Education Support Staff,,Pair spoken words with gestures or visual cues where this supports understanding,understand and act on spoken messages,instructions; questions; discussion; spoken routines,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-SUB-01D,Communication,Interpreting Spoken Messages,Substantial,Communication & interaction,Classroom Teacher,Education Support Staff,,Provide extended processing time,understand and act on spoken messages,instructions; questions; discussion; spoken routines,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-SUB-02,Communication,Interpreting Spoken Messages,Substantial,Communication & interaction,Classroom Teacher,Education Support Staff,,Check for understanding regularly,understand and act on spoken messages,instructions; questions; discussion; spoken routines,on most days or across most relevant tasks or settings,"Frequent, personalised; on most days/relevant settings","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-EXT-01A,Communication,Interpreting Spoken Messages,Extensive,Communication & interaction,Classroom Teacher,Education Support Staff,,Significantly simplify spoken language,understand and act on spoken messages,instructions; questions; discussion; spoken routines,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-EXT-01B,Communication,Interpreting Spoken Messages,Extensive,Communication & interaction,Classroom Teacher,Education Support Staff,,Consistently use AAC alongside speech,understand and act on spoken messages,instructions; questions; discussion; spoken routines,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-EXT-01C,Communication,Interpreting Spoken Messages,Extensive,Communication & interaction,Classroom Teacher,Education Support Staff,,Provide visual supports,understand and act on spoken messages,instructions; questions; discussion; spoken routines,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-EXT-01D,Communication,Interpreting Spoken Messages,Extensive,Communication & interaction,Classroom Teacher,Education Support Staff,,Observe {preferredName}'s behaviour to infer understanding,understand and act on spoken messages,instructions; questions; discussion; spoken routines,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-EXT-02A,Communication,Interpreting Spoken Messages,Extensive,Communication & interaction,Classroom Teacher,Education Support Staff,,Guide {preferredName} through communication routines,understand and act on spoken messages,instructions; questions; discussion; spoken routines,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A02-EXT-02B,Communication,Interpreting Spoken Messages,Extensive,Communication & interaction,Classroom Teacher,Education Support Staff,,Adapt the communication environment,understand and act on spoken messages,instructions; questions; discussion; spoken routines,consistently throughout the activity or across relevant settings in the school day,"Sustained, highly individualised; consistently across activity/settings","instructions followed first time, and how long they were; visual or gesture support needed; processing time needed before responding; requests for clarification {preferredName} makes","Which part of this support helps you most when working with instructions, questions, discussion or spoken routines? What should we keep, change or fade?","Increase the length and complexity of spoken information in small steps, and teach {preferredName} to ask for repetition or clarification. Keep visual support wherever language processing is the barrier.",working_draft
D3-A03-PE-01,Communication,Interpreting Non-Verbal Messages,Present Environment,Communication & interaction,Classroom Teacher,,,Maintain ordinary accessible supports and resources in the setting,"access gestures, facial expressions, tone, body language or social cues",gestures; facial expressions; tone; body language; social cues,as part of everyday practice,Ordinary supports/resources available in the setting,"cues {preferredName} reads correctly in real situations; misunderstandings, and how they were repaired; use of visuals or scripts without prompting; {preferredName}'s own account of what others may have meant","Which part of this support helps you most when working with gestures, facial expressions, tone, body language or social cues? What should we keep, change or fade?","Move from explicit teaching, to coaching in the moment, to reflecting afterwards. Keep explanations available, and expect understanding to grow unevenly across settings.",working_draft
D3-A03-DT-01A,Communication,Interpreting Non-Verbal Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,"Explain what others may be communicating through gesture, expression and tone",interpret non-verbal information in social and learning contexts,gestures; facial expressions; tone; body language; social cues,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","cues {preferredName} reads correctly in real situations; misunderstandings, and how they were repaired; use of visuals or scripts without prompting; {preferredName}'s own account of what others may have meant","Which part of this support helps you most when working with gestures, facial expressions, tone, body language or social cues? What should we keep, change or fade?","Move from explicit teaching, to coaching in the moment, to reflecting afterwards. Keep explanations available, and expect understanding to grow unevenly across settings.",working_draft
D3-A03-DT-01B,Communication,Interpreting Non-Verbal Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,Use visual cues,interpret non-verbal information in social and learning contexts,gestures; facial expressions; tone; body language; social cues,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","cues {preferredName} reads correctly in real situations; misunderstandings, and how they were repaired; use of visuals or scripts without prompting; {preferredName}'s own account of what others may have meant","Which part of this support helps you most when working with gestures, facial expressions, tone, body language or social cues? What should we keep, change or fade?","Move from explicit teaching, to coaching in the moment, to reflecting afterwards. Keep explanations available, and expect understanding to grow unevenly across settings.",working_draft
D3-A03-DT-01C,Communication,Interpreting Non-Verbal Messages,Differentiated Teaching,Communication & interaction,Classroom Teacher,Education Support Staff,,Use a social story matched to the identified situation,interpret non-verbal information in social and learning contexts,gestures; facial expressions; tone; body language; social cues,as needed during relevant tasks or routines,"Brief, occasional; within usual classroom practice","cues {preferredName} reads correctly in real situations; misunderstandings, and how they were repaired; use of visuals or scripts without prompting; {preferredName}'s own account of what others may have meant","Which part of this support helps you most when working with gestures, facial expressions, tone, body language or social cues? What should we keep, change or fade?","Move from explicit teaching, to coaching in the moment, to reflecting afterwards. Keep explanations available, and expect understanding to grow unevenly across settings.",working_draft
